cross_tenant_event_id,policy_id,violation_type,multi_tenant_isolation,event_status,client_address,resource_accessed,component_id,hash_on_blockchain,cloud_service
,e5d78acb-8f25-4848-a3fd-aa2c0b68c5ee,Policy Violation,TRUE,Success,https://208.62.213.47:9567,Channel Provider/2,Security Engine,4b5d82afedb3a8b85fc704669fb07c775522d30aef2ebf9ca43e72fd64af7b74,Google Cloud
,be233d33-2377-4470-8ea8-74de631b90b1,Privilege Escalation,TRUE,Success,https://112.5.131.16:5883,Channel Provider/2,Security Engine,af6dc4d361757105333c9e88b8bafeb4f43b7cbef25d9fb9fb6303508219a7f6,Azure
,329162b2-c941-4837-a7ec-1fc59cf9c8cc,Privilege Escalation,TRUE,Success,https://78.82.189.155:9890,User Management,Security Engine,d2a1736e1885eca51604032186ab91ca592a9fae5b8d6ceef099d2fcfd7fd2fe,Google Cloud
,31cd087b-1c76-488e-b777-6dfc0b41eb96,Privilege Escalation,TRUE,Failure,https://122.67.36.247:8978,User Management,Security Engine,6fc3e57c7773c1bedb124cfbfcc5cccccc5f01f0d67a4b51bcde0b16b7425f68,Private Cloud
,675a12ba-2642-48d7-9d82-d93dd4354ac4,None,FALSE,Success,https://109.50.108.186:6964,AppAdmin,Configuration API,92011747cad124e69660d676884db054813ffc8ec9a4c47a1d580c71be670e2b,Managed Cloud
,1878e5ac-f414-4a4b-a31c-2a38f21b20e5,Policy Violation,FALSE,Success,https://209.230.186.83:5647,Channel Provider/2,Administration,1cf6645e56a21cae1d0032995e8ccad5df042db26739b3d1b737a8e5cea7c9bc,Managed Cloud
,e8d94069-c7f6-4fbd-ae9e-590ca4a9004b,None,TRUE,Failure,https://217.111.191.160:7547,AppAdmin,Security Engine,9a653afbd84dcdd322827b6e13e58acde0cca5ac90367c1018a83f0f3fd7c7a7,Managed Cloud
ca9f58d0-659e-45ef-bfba-73d859364d17,efd36a2d-79ba-4b3a-ab53-d775bbf1269f,Unauthorized Access,FALSE,Success,https://89.205.180.66:7664,AppAdmin,Security Engine,6a5cbcf36c1ed97dd92a2918b278f638765c8f78b784935d732a9e1eaacd4d3f,Managed Cloud
,e2a52a09-ae29-4e2a-aeeb-fb4ea2e82e6a,Unauthorized Access,FALSE,Failure,https://81.61.36.195:5200,Channel Provider/2,Administration,05b1904295263eae105367fe13a7b77ae8424222fdef0a1a2783c8d19e418619,Google Cloud
7a6675e4-c072-4e9f-8dfc-04af2cbb6ee5,a88120cc-d7f6-430d-b293-562ac5857d7d,Unauthorized Access,FALSE,Failure,https://176.92.222.173:6943,User Management,Administration,e7b1bc20bc7a64de6671494cb38d739221574160eb452474b399c7b5916fd712,AWS
,c03ee7dd-6d80-40e6-9e32-f1cfaab4efb8,Policy Violation,TRUE,Success,https://8.240.130.6:8970,Channel Provider/2,Security Engine,8da25db256225d00f0e697606e5e7180370703789cd4cc58ed203ba7850b110b,AWS
a0f6da02-9df7-4631-b179-b4d79feecd31,36c31b00-24da-4b03-b124-f5fbdb0ad9de,None,FALSE,Failure,https://97.68.26.168:9819,Channel Provider/2,Security Engine,f4e82b36c5a4ea28085c6b25576ade2cab26bf19b241ac2d19268562149286d6,Managed Cloud
,6c06bf82-1c6b-48c5-90d1-36462c660b71,None,FALSE,Success,https://52.41.211.211:7037,Channel Provider/2,Security Engine,58a0be62bbe29586ac8cd6a847c568c6ca34043ba4cb0ff2b1f13011f8d72c19,Google Cloud
,ee910ba5-5f96-40e3-aa12-0b8dbe90c1da,Privilege Escalation,TRUE,Success,https://16.126.69.127:8290,User Management,Configuration API,685c7fa0d5b2470bd20c8a19d58236b69f8dd551468fd2a8c11fcf330da356f7,Public Cloud
,b8885307-41c6-4d8f-a5ba-d098e9788e32,Policy Violation,FALSE,Failure,https://213.83.230.145:5231,User Management,Configuration API,107df3dcbc4b83db95cce8fc58a8806a2ccaa73830a9fe82ed179bdec07d48ad,Private Cloud
,886d54b6-7f46-4c57-9d17-d40c74fa4e51,Policy Violation,FALSE,Failure,https://133.8.136.85:9448,AppAdmin,Security Engine,e91e495468b3a76762b28aaf1ef6671ff26851306dc35bf75e861ad2b2971b0e,AWS
07c826fe-7ad8-4780-bd61-a595763b3160,30f67be3-608c-4eda-a421-364186a984b9,Unauthorized Access,FALSE,Success,https://143.235.242.158:9984,AppAdmin,Administration,db2dd2ca55fe9c6dea712e1168d20edf5bb22e95e1ba4383b30b68885cac9d27,Azure
,c07d8cb8-c11a-467f-bd0c-07ed350f3c01,Unauthorized Access,TRUE,Failure,https://194.105.26.39:9092,Channel Provider/2,Security Engine,1970ee0fde52384ff4d477990a58fe36bcf4f61c9260cdc4f483c643d584447c,Private Cloud
,0d920e43-ffe4-4c69-8c28-e605ed50aaf7,Unauthorized Access,TRUE,Success,https://73.42.7.139:8035,Channel Provider/2,Configuration API,4a3a23f133f6d90e359969d8b52146ac8bf02915b367a738f12376f1c63da08f,Private Cloud
,6e9f96bf-11e7-4e4b-983b-048a4f0f36bb,None,FALSE,Failure,https://33.195.68.101:8512,User Management,Configuration API,d19fd4063b3def8071417a661e2f9b28069fc8a35acc2418b1c81b7e93aa2c2f,Azure
84df22a7-5809-42f4-8606-e1901fce2525,197820ab-99f2-48f8-a7cf-938ac063c4af,None,TRUE,Success,https://147.13.52.84:9784,Channel Provider/2,Administration,79f5215aa017967de169adf94a382600b93b049586cd954b2015c8d7804b2c3a,AWS
,51b898db-dfa5-4ce8-8ba4-adc71481c95e,Policy Violation,FALSE,Success,https://51.93.82.14:5362,User Management,Administration,9ff299d944011ba63dc9978133ddfb252a7d8b20b8a5749ebdb225dc3f0b6e7f,Google Cloud
,9f4505a7-437d-4426-beb7-e13852dbc10b,Privilege Escalation,TRUE,Success,https://176.81.41.104:8033,User Management,Security Engine,41eba000a834c3bac4efe370dca1669c59b3e202f54014bc627d1e5a3b734979,AWS
4fe27cc9-6ae5-4735-af5d-be0ea95895fa,7312a5c6-27e9-408e-aae3-d04ca5a9121c,None,FALSE,Failure,https://36.107.143.248:6964,User Management,Configuration API,c9e0bdc4af56537a4b14b77175de1f99755a5cda5cf62cbc7baf7cd0c533dd54,Azure
8a55c38f-c94f-4d50-87bc-eb37ad06bd2b,459332c5-efec-4911-bb5a-a3691d112460,Policy Violation,TRUE,Failure,https://99.206.222.126:5031,User Management,Security Engine,104f7ad75e2b944529060a27f64796acf103b993de4e2e6822bff0110c4c0dd8,Public Cloud
,fa2b745d-b007-4202-a1b7-ccfb954c7968,Unauthorized Access,FALSE,Success,https://27.22.109.92:5898,User Management,Configuration API,eafa6e45ee1bfc4d059b79e975211783beb9df95d3c37b6b24707204b7544b87,Google Cloud
,41161fd5-d4e8-4433-b8b1-570cb98d7f8a,Unauthorized Access,TRUE,Failure,https://3.170.146.3:7378,Channel Provider/2,Configuration API,7bed719eaff9af0c4e2def2195f4366279d5b7f6763853fa13096cc4f29489ac,Private Cloud
,3e87016d-aaf9-49d4-9b99-d31e5685de0e,Policy Violation,TRUE,Failure,https://167.179.173.23:9955,User Management,Security Engine,d120a733afe3b7e7063ad215040d267346e568ca6941aea00b66332c60fce28b,AWS
,d6e9607a-378a-4ac8-9d3f-c5d0993076d3,None,FALSE,Success,https://143.214.245.212:6387,Channel Provider/2,Administration,e5b4fff4b1f4ef793a8309ff78007efc59f69034adc169957b7e7817bcd2c013,Azure
a23fdf82-8d88-4502-9aa5-3658c7a14370,de0ec980-6682-4f72-b2db-10522a29d790,None,FALSE,Failure,https://191.137.35.182:9171,Channel Provider/2,Configuration API,595c6aee32fb0ae86aeea1d623b6c1afe48bc01ea8b65d585af1247603fecda7,Google Cloud
,311e060a-4711-439f-b3d4-ecfb8efa98d6,Policy Violation,FALSE,Failure,https://146.44.97.28:8443,Channel Provider/2,Administration,6a31d4f18c923d92f7c050cef39f8ada4127cb63267d38b2176104255febd173,Azure
c6eef198-29f0-4017-b313-087bc65c867a,7f6439cd-4793-498f-bc37-91c38461130a,None,FALSE,Failure,https://38.90.174.178:7455,User Management,Configuration API,4e9b30a83916548e5f32f80e9b5bfac7507e42364c62881031f8380f94767b92,Public Cloud
e4c562bc-5c11-4471-8944-cef8c4c38691,a7e83897-b33d-4961-9612-6faf673dbe09,Policy Violation,TRUE,Failure,https://13.219.139.65:6633,Channel Provider/2,Security Engine,9d785ebf71873f2d2500b1fb67098854fd5c4efaeb4e840c6a7c3dc3c5f3a569,Private Cloud
,466abd20-701d-40a7-a0cc-4ad5914125ec,None,FALSE,Failure,https://21.160.213.78:6927,User Management,Configuration API,5df0016f980501727c814eafa77b8059b6bd456672e540df00e8d9dc2118c02b,Private Cloud
,482075f1-57ce-4fb5-9854-2cb4139d8d8d,Privilege Escalation,FALSE,Success,https://176.143.216.218:7089,User Management,Configuration API,2828047b6074a2a0760b1a58ad74a547ff2ed248da49df58360afcd0fb696087,Managed Cloud
,a0d8d736-bbb9-426a-a8da-68d52dc8b637,Policy Violation,FALSE,Failure,https://41.213.51.41:9447,AppAdmin,Security Engine,1b4f43ce9613f2fa6c15ad7fb9a9ac678554257b59bf4b5cdf02824198bd5d46,Public Cloud
,8878c3d9-e169-4015-aaec-e5b25265899b,None,TRUE,Failure,https://151.179.37.2:7754,User Management,Configuration API,d99ea240ef0215e9289ae67b051a4eb485ed5ef09575d5394c77e8cb2e32ce29,AWS
8f184f3a-5fa6-4642-abf3-54e6f18791d1,67663189-0db7-4e33-8dcd-c6291514226e,Policy Violation,TRUE,Failure,https://18.255.77.111:8991,User Management,Administration,c2d35d897fcb32f9ec804021487433cd235128c68d080c39402924573f6a86ce,AWS
9e666620-e240-4722-91cc-83146560c489,65b94bd0-9e6c-4924-a325-e046da9abfc3,Unauthorized Access,TRUE,Success,https://51.111.26.221:8714,User Management,Configuration API,fe0e920a010a01f20acb940f970cc844aabcba7566eb67de77e5c925b421d9d5,Public Cloud
6e75b6f8-1719-48df-b203-0af3bfd6c990,d151ccd8-4b52-4129-8990-31faa5385041,Unauthorized Access,TRUE,Failure,https://85.33.156.202:7051,AppAdmin,Administration,4280938465364e563e71beb338267c16211ed45e809705d9210a1ce96cb39d11,Public Cloud
,9e2db348-90df-431e-bf30-98a2ea6f9eb1,None,TRUE,Failure,https://191.163.46.99:7678,User Management,Configuration API,5df72ae5f38dfc263c0f0ac834d9af8dab6b847b297c8e8e040adecdb66ea7c6,Google Cloud
,d5fd8468-c122-421f-a024-e8770b444d58,Privilege Escalation,TRUE,Success,https://215.178.18.61:6275,User Management,Configuration API,25de79f95589e8ce83dbf58b6d27e1eea0bc8a9a096d90ff7c2dcb7e205bec47,Managed Cloud
159a1001-b97e-48fc-b681-49c11d9c8062,ccbb6871-0123-477f-a975-3a5af67e4aa1,Policy Violation,TRUE,Failure,https://139.143.242.23:9843,Channel Provider/2,Configuration API,08ebe76ca59bb47a5f09b37d51995651d91944e71d4cb82f3b114efb94e01048,AWS
,af83143a-f6c7-460e-8df8-9461d98729f3,None,TRUE,Success,https://150.208.0.143:9620,Channel Provider/2,Administration,bb92ce01a1fc2fe3703ff0344b079fa802d24046194eb7291bb99a53195f0204,Private Cloud
55d198ae-9373-4d95-bcd3-921391968b08,7aaaa84d-2493-46c9-b45e-523ed279f2ea,Privilege Escalation,TRUE,Success,https://40.243.176.63:9533,User Management,Configuration API,7475a6b48511a33e51d7a7a27ad2e4b624451208e7e4d2cda41f335cd60423e8,Public Cloud
,f668b7e3-a8aa-4df9-b680-6f0a08537e36,Privilege Escalation,TRUE,Failure,https://77.126.224.196:5318,AppAdmin,Configuration API,0df6110fffa86e140f1da19b5468e4809a31994d14ff076aacaedfe63dc2f621,Private Cloud
,ea7b2a3c-e87e-4786-9f26-e54240100028,Unauthorized Access,FALSE,Success,https://103.154.201.70:9673,Channel Provider/2,Security Engine,c6d6c84fd8d77878d177127846915a8ededdac2f863a6131cfb1f503b13d96ad,Private Cloud
,147223d0-4b54-4d74-8e0f-e4303c374bcc,Privilege Escalation,FALSE,Failure,https://71.176.33.68:9270,User Management,Security Engine,760ff2cca7a9617ed56ae7e0045925acd55d91efe0d00cdcdb236e6abca0b3b4,AWS
e35c8120-38bf-435b-82d7-16da71a5e6d2,45af60bf-60e1-44f3-acb6-c2718a067ee8,None,FALSE,Success,https://64.232.226.168:7707,AppAdmin,Configuration API,c9db3594f67f4acb04214c63114c279033262ded9109d77e6dc45956e28d6be2,AWS
,eaefbb13-be70-4e44-ac1a-62b67334a10c,Policy Violation,TRUE,Failure,https://85.1.181.85:8728,User Management,Configuration API,0ef9ec7a9a389322684a13bcca7f5a7b176e5071752a47540e5e82d80b0b68be,Private Cloud
,ef6fbaca-8df9-4af2-b888-847cf60da79e,Unauthorized Access,TRUE,Success,https://203.151.158.138:8246,Channel Provider/2,Administration,196e2a9a04ccce594326160047ec92052d14cfb73729c3ce407e560917c8f134,Public Cloud
,c089f3e0-929a-425b-89b9-36304238198f,Policy Violation,FALSE,Failure,https://106.149.7.220:6182,Channel Provider/2,Configuration API,f6dfea362ced4826d91274293c7c1e86b65f0eaf2e763b4cc586dbde352a8633,Azure
,3a568b0f-b4bc-4f31-b9e7-ef2b2d73299f,None,FALSE,Success,https://57.139.223.63:7270,User Management,Configuration API,53ee43b879f2832909c340384d92e0bac6274ae68ff23b320273a4002d7f3a87,Azure
,d5d16d34-e1a2-47cd-bcbc-4e6c4aa4379f,None,FALSE,Success,https://85.209.236.156:9373,AppAdmin,Configuration API,45cfdca483ac258811d683db9ca72f1359a31007572a37d1ba657f9e64eed645,AWS
,db4eafee-fc8f-4fa8-897f-443a13b28a44,Privilege Escalation,TRUE,Success,https://202.43.142.222:9744,AppAdmin,Administration,e7c0e11ff600e32ac552735fdb0637b129b88908bc0117669c42c3d902717206,Private Cloud
d720847b-d322-4f28-bfbb-6446668329fb,76ae618e-3922-41a5-89a4-e5c4672764a7,None,TRUE,Failure,https://65.205.27.151:9362,AppAdmin,Configuration API,97bc800fbef68afd074b977060e306b2a44e7ade69382dff4e886ff5633941af,Private Cloud
,fc21aca7-60d7-492a-bedd-2acbb7e7fb25,Policy Violation,FALSE,Failure,https://202.168.222.203:7972,User Management,Configuration API,bbf81e891a15c0d290312ea6f999ae64d54f5c451156496700add381fadced00,Google Cloud
,fd27f50b-066b-4716-916c-025f8dfd1edc,Policy Violation,TRUE,Failure,https://68.75.0.58:8179,Channel Provider/2,Security Engine,06588ec3d2bdb7773ddcfdf246fca86601f83c12c913274c6c9d3282c5e9ce29,Private Cloud
,d69e585b-9522-4ed1-9e6c-b82df90da0de,Unauthorized Access,TRUE,Success,https://165.222.101.173:8690,User Management,Configuration API,cb0c6800f4a025d85b4a553bcc2063d6dd0f86b13922c2efca95d6211e032999,Managed Cloud
,e4c099f2-ad5a-4926-855a-3bde499a510a,Privilege Escalation,TRUE,Success,https://8.240.174.54:8121,User Management,Administration,496268ecf3073ea069dd5c89e33a050f65dfeb6628c5668fdac2a5b65b38b82f,Private Cloud
,998e81f4-4367-4c59-aa67-e315ecf7ce33,Unauthorized Access,TRUE,Failure,https://45.249.236.131:7988,User Management,Administration,5b17f652807060fe9cf079d19146f38e25dd7ae79f82e212e4d84b4dc2d56d53,Managed Cloud
,5782cb0d-796a-4abd-a460-0b7271ad0f1b,Policy Violation,FALSE,Failure,https://19.211.22.71:9962,AppAdmin,Configuration API,78c664023ea4452a7e1ff836b40e9fcb1a01f9fc30b47b0827d6a944f2063e50,AWS
,72df3746-9d5d-404f-8bfe-fceeb3495e42,Policy Violation,FALSE,Failure,https://153.39.217.141:8298,User Management,Configuration API,e688a8601675a55baafdc8908861a9c7092e09d3f6bf36f0ca844bab144becd6,Managed Cloud
b2eb1632-a55e-4971-810d-9537ea3d7620,3bb5f759-23a9-4c8a-87fb-3dc323d8a0c3,Policy Violation,TRUE,Failure,https://219.252.67.109:8142,User Management,Configuration API,9190ae3c72f3c54802e9e750f19687e69d62704a94278352740d1b105309a69b,Google Cloud
,365b89a9-fa9f-41a7-9d4f-d6a317aa5f52,Privilege Escalation,TRUE,Failure,https://115.46.170.166:5995,User Management,Administration,4b86e6c7a03706c4edbbfc24389b77fb1938010a708c3ec1308068ce55647733,Public Cloud
,c0456231-c6ed-446a-ad0f-7753f125cb1e,None,TRUE,Failure,https://56.39.65.214:5164,Channel Provider/2,Configuration API,dbb7d707a67f35cda503737ddd352c01a2a30352f1d12230eff0ff2aea488812,Managed Cloud
,46f872af-d69a-4e22-b12c-cd2e10002df8,Privilege Escalation,FALSE,Success,https://98.200.95.69:7625,Channel Provider/2,Security Engine,a2830f26810acf0152a89089e6577ee561b8f2ba61104ca838ae8d005af693bc,Managed Cloud
,7ae1162b-cdc6-4e41-aacd-1e4bce18b024,Unauthorized Access,TRUE,Success,https://199.75.99.228:6107,User Management,Configuration API,5768ddd4108906abf1d89500679ed43e64bdaeab79edb58e3141e1558a34a691,AWS
,40565c4d-80d0-4ea7-8d25-9d718c3da6cd,Policy Violation,FALSE,Failure,https://182.208.112.10:9201,Channel Provider/2,Administration,63b490878395d1018fefd610c1b6970d5c7498e606445c5d4cd8cbabcc036ec1,Managed Cloud
,12df40af-9a2b-476a-a4a3-e24c3ec7316a,None,FALSE,Success,https://116.41.178.97:8424,User Management,Administration,66a4118dca9273d8a5db3e7dfad3592864766c4d22a680a4edd77ec75d958467,Private Cloud
,bc7bde71-0c6f-4251-b296-56c685bd88cb,Unauthorized Access,TRUE,Failure,https://97.212.35.14:9065,User Management,Security Engine,476a84027e59261ca4e2470c11be99aae6077c42209cc3679053d2d1d6363551,Managed Cloud
,858aa364-9732-462a-95ce-04ef3be9ccd2,Privilege Escalation,TRUE,Success,https://178.138.27.65:6381,Channel Provider/2,Security Engine,1dfb1be402c93e4f134e055645943c1b0552fc6fd11afec88991f0edcc1959e3,Managed Cloud
,24b489c2-2fc8-453a-91a6-eab739ae9e56,Privilege Escalation,TRUE,Failure,https://201.237.45.177:7559,Channel Provider/2,Security Engine,aa5803c4448fdd6b9bae93bba6548d73d2145adf53c607c3200316415c879712,Public Cloud
,9cc6eda7-4e10-429f-8764-e479f838b106,Unauthorized Access,FALSE,Success,https://18.205.117.238:5449,AppAdmin,Administration,4bbee96c12defdcfd486335ceb3c3a324ae5a2dbfe0af3bbcfe03e07fe52fb8a,Public Cloud
,228ece2b-263d-426c-934d-125212e1a66f,Unauthorized Access,TRUE,Failure,https://120.157.143.210:6359,User Management,Configuration API,4cda6d74eceab428f42132c2daac9622902dcf34ad42d579b0eb0d616a71254f,AWS
,56dc4e66-2d9e-411a-bcc2-45ccd83a48cf,Privilege Escalation,TRUE,Success,https://136.93.158.191:6095,AppAdmin,Configuration API,78e17b9bf7bc06d7357f0754d86a151b7e46ce3849dd8c243209162ef54614ac,Google Cloud
,396ab69e-17ff-4f9b-a2f9-f0d5b3ad847e,Unauthorized Access,FALSE,Success,https://166.40.9.77:5848,AppAdmin,Security Engine,6526ec3bd1881458853f738c649029bcd2d06a0e13990d86bdeb6a67a29f785b,Google Cloud
,84afa9bf-bd53-4fce-8b8f-71eac4c43500,None,TRUE,Success,https://109.51.84.84:5068,User Management,Configuration API,49f20764d4b9a6fa0a105a10e838632835a0c16e221d29ba4341f5d70767b25f,Private Cloud
,eeada867-af24-4dfe-b9b5-adffb825ebdc,Policy Violation,TRUE,Success,https://176.21.58.63:9141,User Management,Configuration API,27ffa50b98e2680fd874541c2e971fae9d92bd9ad456b899ce1d1386bb0755d7,AWS
,a9da70ee-f5a0-41c3-af21-cd4a8e8689c2,Unauthorized Access,TRUE,Failure,https://12.160.5.100:5087,User Management,Administration,fe59f2e64c774b58dc024dd2359d02939c78bf0b2f0d71c59a45956a4d778fbe,Managed Cloud
88ce8ea0-a0a4-4855-be48-78c8e0452d88,9db6a7ff-8e7e-463b-bda9-1b0be69ac2ae,Privilege Escalation,FALSE,Success,https://62.251.101.152:9073,User Management,Administration,9e03740f0bfda364eb6abd23b577bca31973fb4ad3b7cf5016bc97bd1a35688b,AWS
,45b52e77-8876-4cf6-b74e-86a221f2c749,Privilege Escalation,TRUE,Failure,https://4.121.4.137:5534,AppAdmin,Security Engine,1dc24dcfdefe1d2c560ec5927284346cf6c2be2f4f24ee08715863cc5d2c20f2,Azure
e3e0318c-422b-46e8-978e-5f04554ed3df,f09e4cab-34cf-4eab-a63b-9fd7b504d728,None,TRUE,Failure,https://112.170.99.226:5155,Channel Provider/2,Security Engine,e5f12bc0385aa78c9dc4aaa9a0dfa889fe0f345e27775d122b06ed38cf9a26a7,AWS
9ed2d9d6-8193-4a83-8dba-5f9bbe5942d3,e04abd8f-5f83-43ab-9c12-41f42e8c4ac2,Policy Violation,TRUE,Failure,https://29.67.226.176:6422,Channel Provider/2,Security Engine,3394e3f01835fc4e474b41dedbb431b1442d928ee101c34aea78b189994971c8,Azure
,448dd8e1-9e15-4858-b1e8-7fd9fa112876,Unauthorized Access,TRUE,Success,https://142.228.65.77:6448,User Management,Administration,76bcbe949f4fe49fddc09794b2cdc27c3bd640c3ebd4d6db865ba3a52c555194,Managed Cloud
,4a7c0afb-ef3f-4682-b1b0-7ae4f54537cf,Policy Violation,FALSE,Success,https://47.247.255.189:7068,User Management,Security Engine,0a7ce705511580625401196df94c586dc19ade423a621b57d6fb63150e16fa47,Public Cloud
,20cfd54b-df34-46ad-88f4-fee3e4f6b81d,Policy Violation,TRUE,Success,https://121.115.85.186:9505,AppAdmin,Security Engine,06d0d09e0881383525abec19979aeb8b04631f4844d6c09a012a69534e1e90ab,Google Cloud
,8ccfbdd0-fe7d-4b84-828b-562e8285d1ff,None,TRUE,Failure,https://117.25.109.143:6559,Channel Provider/2,Administration,b08aca1f644c3bfc274da6619f4e7f2d9f3ffc8bd71277d9940e672a777204df,Google Cloud
,5f658c0e-fcc9-4637-ac25-2e3c4e015aac,Privilege Escalation,TRUE,Success,https://214.84.115.183:5783,AppAdmin,Security Engine,1094d0a7509d3967d857e3edd7c87e9142bda1ac6a5a807e1d6be7fa3365be81,AWS
,56d2d3a5-3fe9-4671-9922-a507bc733e3c,Privilege Escalation,FALSE,Success,https://66.165.240.248:7775,User Management,Administration,39b56065f60d456e5041d9114aa7ff4181cdf240560f43bba686cd5977cbf8e5,AWS
,5c1ecef8-bf79-45cf-8ed8-8e20c34105ac,None,TRUE,Failure,https://2.176.116.134:9706,User Management,Administration,566614fb3f573a69a2ddd58b2cafbc4ba0805798fe303a189c73348543ce2c4a,Azure
,cbcf6a1b-af75-46a4-a6ff-79b60e9be2f2,Privilege Escalation,TRUE,Success,https://136.148.85.62:6475,Channel Provider/2,Administration,a910c92e7ada085d95c403ac4897f26577ba72ac705111c4ed5ff71d671a6949,Private Cloud
2bde2171-3f49-4052-95f7-20d20b5fec6a,4912b6a4-254d-4cea-afde-d90e090e4bbd,Unauthorized Access,FALSE,Failure,https://191.131.171.145:5971,Channel Provider/2,Administration,f1bf28cf889335f58e6f095c2d3c94a849de7a9d952ad05f4fb78e2f4f18a9ba,Managed Cloud
,bea640ce-a754-47c7-a1e4-128239bf1a02,Privilege Escalation,TRUE,Success,https://32.211.253.33:6893,AppAdmin,Administration,11b4e482d436f72a76e450854f184ba79409b21bd9e8c4229620812e02899c9e,Google Cloud
71b7084a-54f1-4257-acdc-ab9f771f8e27,17e76110-4cb2-4822-8833-f6829fbfbd34,None,TRUE,Success,https://47.45.109.197:6567,User Management,Configuration API,7c6814ba9de584e2f9f6ed94546d6ab980d6f0287716b7bb885b390cdca957dd,Google Cloud
,567e32b1-e130-472e-80a6-a89534516422,Policy Violation,FALSE,Failure,https://85.78.6.75:5568,User Management,Administration,9b0067e3fc5874deb491af6f98e54b70a1060d6c264b4db5637ede1e6ba35553,Private Cloud
,e5066f55-096c-4f4b-ab34-d1d304f795c1,Unauthorized Access,TRUE,Success,https://7.150.132.28:9625,User Management,Administration,7157e8a7172d179767b58ea3c7cbf9e17921315ae82ae6b8616fc3c5298d0438,Azure
,5ad28f92-c8ac-44fe-8823-0bacc6ddc79e,None,FALSE,Failure,https://12.86.109.234:6354,AppAdmin,Configuration API,34a9cc3b67e5741b9e3918e8af6bfc2b841f7caccb5b8d38d6cfb7a2fd3c3027,Google Cloud
,fce36063-9ebd-43d9-900a-f1d0714ce24d,Unauthorized Access,TRUE,Failure,https://140.176.184.133:9774,User Management,Security Engine,da4ad326015673b5d59dc64cd05e19cd0e3ba500590d989ffdbd5943c2065a8e,Managed Cloud
,653324c4-f9d7-4d87-a959-21e377476b87,None,FALSE,Failure,https://155.129.93.240:8356,AppAdmin,Security Engine,8533457272c95e646a8f5c7e2e7f539591e31b48bc0aed5c37be61638c89af1a,AWS
e7e46eb2-fa35-4a5e-a308-6302e71e7aad,daccfb4b-87f2-4595-909b-d5ace40508d8,Unauthorized Access,FALSE,Success,https://104.236.177.222:6923,Channel Provider/2,Security Engine,0830fd6488b749bae1cb1a3d16688e9cbf38e20fb2409bb07d30d20fa7112afa,Google Cloud
,434200c6-a923-4b98-a4df-55babae61bfb,Unauthorized Access,TRUE,Success,https://172.179.228.180:7775,User Management,Configuration API,ad4b23fd4c11258bfa66cf4566c69c4bba404debbf3d3fb7d3a842e49052d467,Public Cloud
,57f2da4b-a471-4a42-ba33-296e5292f026,None,FALSE,Failure,https://55.75.240.139:7918,User Management,Security Engine,86620771df62c7cb3030781701e14326ada804ef0b4eedee55eef51609e77ddb,AWS
,ec89fc0e-4f00-4b31-9564-d01011d7d181,Policy Violation,TRUE,Failure,https://118.99.30.236:7078,User Management,Security Engine,fecde6d56a9c1294764fdc7fc2e3ef6227944d2353c851631a246a15ecc588d4,Public Cloud
,c06c0403-3888-4e2c-a070-2d514646a245,Unauthorized Access,TRUE,Success,https://190.30.91.52:8847,Channel Provider/2,Administration,234f58e450eed07f920262b31584fb0c464f89b678c0fa1358288b5f7e8da0a4,Private Cloud
a8ff7998-46e4-42ba-9cab-0dfdf81c400a,7a2200ce-7464-432c-be24-1b8ecc45171c,Unauthorized Access,TRUE,Success,https://141.230.61.207:9747,User Management,Administration,56e5e168d3dda502ef55286ec8367577b55f47b140cce5a86e37c0ce98a67604,Azure
,9a1fbbe3-9db9-415b-90c8-89f00d230e39,None,TRUE,Success,https://206.148.17.83:9811,AppAdmin,Security Engine,bbc2e046938357f331d827cc575577aebb49dc74aaf9004897dcca73bc5f937d,Public Cloud
,3fcfd7d3-1cf3-4c8c-94fb-3dea3f5c41f7,None,TRUE,Failure,https://28.223.82.62:6115,AppAdmin,Security Engine,e986002ecb070f4c83451db3829ecd6afa6eaa43a89bf56eec9928bab37eda9d,Google Cloud
,b8fbb001-46ff-4892-8f63-bfcc19d38d32,Unauthorized Access,TRUE,Success,https://198.104.132.81:7867,User Management,Security Engine,924424109e3a8f8602c4818589781e9804d3c29814b1b0d8380b36865e0d7d70,Google Cloud
df042e46-31f0-4f4d-8f6e-e84bee2642cd,90598325-e3f1-4cb2-aa3c-72d019a45fba,Privilege Escalation,TRUE,Failure,https://141.30.176.9:7728,AppAdmin,Security Engine,8ced54130c62e2a2e988ccfd2d66e06c5ae49eff72e5302ff529cec1ca1b4c07,Managed Cloud
,62ac2662-5b62-4f1a-b96d-d26e4ba234a5,Privilege Escalation,FALSE,Failure,https://76.77.232.202:5568,AppAdmin,Configuration API,8ba51ef8d1fe81262cc978861674eb77331419fbd54bbef699d937042b3ee189,Managed Cloud
,89cfeb50-5cfe-462f-b868-29e3952c92c1,None,TRUE,Failure,https://1.247.144.29:5550,AppAdmin,Administration,d973bac33d0c1ab8ee9520e8d5202a6451173c78704843dfa74189ef1196ef11,Azure
,bf6c7d8b-cbbf-4a7a-8d24-08d53861332e,None,FALSE,Success,https://13.168.189.192:6048,Channel Provider/2,Administration,eb64c44c794131ced27724bb936021c79b09b2cb2387778deff5a305ce14cb7a,AWS
